player,squad,pos,age,minutes,npg_per90,ast_per90,sh_per90,sot_per90,crosses_per90,interceptions_per90,tackles_won_per90,fouls_per90,fouled_per90,offsides_per90,market_value_eur,xg_p90,npxg_p90,xa_p90,kp_p90,shots_p90,xg_chain_p90,goals,assists,gk_save_pct,gk_cs_pct,nationality,tm_position,tm_photo,ss_rating,pass_pct,long_ball_pct,cross_acc_pct,dribble_success_pct,tackles_won_pct,aerial_won_pct,ground_duels_won_pct,total_duels_won_pct,key_passes_per90,big_chances_created_per90,clearances_per90,blocked_shots_per90,outfielder_blocks_per90,interceptions_per90_ss,recoveries_per90,aerial_won_per90,tackles_won_per90_ss,ground_duels_won_per90,errors_per90,possession_won_att_per90,successful_dribbles_per90,final_third_passes_per90,gk_saves_per90,gk_clean_sheets,gk_high_claims_per90,gk_runs_out_per90,gk_punches_per90,gk_crosses_not_claimed,ss_appearances,ss_minutes,norm_key,tm_contract_until,tm_id,tm_contract_checked_at,tm_joined_date,tm_contract_signal
Fabian Rieder,Augsburg,MF,23,2343,0.15,0.12,1.46,0.5,4.462,0.5,0.769,1.731,1.462,0.077,12000000.0,0.157,0.1,0.203,1.659,1.433,0.439,6,3,,,Switzerland,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/507341-1773671220.jpg?lm=1,6.89,75.79,51.65,23.93,43.18,43.24,25.93,43.66,40.07,1.679,0.343,0.61,0.305,0.114,0.61,4.159,0.534,0.61,3.548,0.0,0.534,0.725,10.53,0.0,1.0,0.0,0.0,0.0,0.0,32.0,2359.0,fabian rieder,2030-06-30,507341,2026-07-03T17:44:21,2025-09-01,
Finn Dahmen,Augsburg,GK,27,3060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000000.0,0.02,0.02,0.009,0.118,0.029,0.131,0,0,63.3,14.7,Germany,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/251299-1755200500.jpg?lm=1,7.01,68.72,38.78,0.0,0.0,33.33,100.0,100.0,100.0,0.118,0.029,1.618,0.0,0.0,0.0,8.735,0.441,0.029,0.324,0.265,0.0,0.0,1.971,3.118,5.0,0.5,0.647,0.735,0.0,34.0,3060.0,finn dahmen,2027-06-30,251299,2026-07-03T17:44:21,2023-07-01,
Han-Noah Massengo,Augsburg,MF,24,2427,0.07,0.04,0.74,0.22,0.63,1.333,0.667,0.926,0.852,0.0,8000000.0,0.063,0.063,0.06,0.623,0.733,0.328,2,1,,,France,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/536508-1755200310.jpg?lm=1,6.8,85.84,42.03,6.25,63.41,41.46,41.46,55.9,52.97,0.628,0.111,1.589,0.185,0.333,1.405,5.101,0.628,0.628,3.326,0.037,0.554,0.961,7.54,0.0,3.0,0.0,0.0,0.0,0.0,33.0,2435.0,han-noah massengo,2030-06-30,536508,2026-07-03T17:44:21,2025-07-15,
Ismaël Gharbi,Augsburg,MF,21,94,0.0,0.0,2.87,0.0,4.0,0.0,1.0,2.0,8.0,0.0,5000000.0,0.286,0.286,0.041,1.268,3.803,0.162,0,0,,,Tunisia,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/810096-1773671302.jpg?lm=1,6.5,76.74,0.0,25.0,16.67,100.0,0.0,50.0,45.45,0.978,0.0,0.978,0.978,0.0,0.0,0.978,0.0,0.978,9.783,0.0,0.978,0.978,10.761,0.0,0.0,0.0,0.0,0.0,0.0,6.0,92.0,ismael gharbi,,,,,
Jeffrey Gouweleeuw,Augsburg,DF,34,848,0.0,0.11,0.53,0.32,0.532,1.383,1.064,0.745,0.319,0.106,1000000.0,0.025,0.025,0.04,0.525,0.525,0.137,0,1,,,Netherlands,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/106405-1755201296.jpg?lm=1,6.57,79.25,38.24,60.0,66.67,63.16,42.42,63.16,53.52,0.529,0.0,6.451,0.106,0.317,1.481,3.49,1.481,1.269,2.538,0.0,0.212,0.212,3.807,0.0,0.0,0.0,0.0,0.0,0.0,11.0,851.0,jeffrey gouweleeuw,2027-06-30,106405,2026-07-03T17:44:21,2016-01-09,
Keven Schlotterbeck,Augsburg,DF,28,2031,0.0,0.04,0.53,0.13,0.265,1.46,1.106,1.106,0.885,0.044,6000000.0,0.058,0.024,0.046,0.533,0.533,0.236,0,1,,,Germany,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/413843-1755201026.jpg?lm=1,6.96,85.54,53.16,66.67,83.33,62.5,63.21,65.71,64.45,0.532,0.044,5.495,0.133,1.019,1.462,4.476,2.969,1.108,3.058,0.089,0.0,0.443,5.495,0.0,4.0,0.0,0.0,0.0,0.0,24.0,2031.0,keven schlotterbeck,2027-06-30,413843,2026-07-03T17:44:21,2024-07-01,
Kristijan Jakić,Augsburg,"MF,DF",28,1653,0.11,0.05,0.98,0.33,0.217,0.924,1.359,0.924,0.924,0.109,6000000.0,0.078,0.078,0.074,0.707,0.979,0.237,2,1,,,Croatia,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/374954-1755201482.jpg?lm=1,6.8,80.28,51.09,50.0,42.86,70.59,47.5,52.83,51.37,0.708,0.109,2.94,0.272,0.381,0.871,5.172,1.034,1.307,3.049,0.163,0.381,0.327,7.35,0.0,1.0,0.0,0.0,0.0,0.0,26.0,1653.0,kristijan jakic,2028-06-30,374954,2026-07-03T17:44:21,2024-07-01,
Mads Pedersen,Augsburg,MF,28,210,0.0,0.0,1.29,0.0,4.783,0.435,0.87,2.174,1.304,0.435,800000.0,0.082,0.082,0.073,1.978,1.484,0.51,0,0,,,Denmark,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/288429-1755201256.jpg?lm=1,6.63,77.05,66.67,18.18,0.0,40.0,0.0,34.78,27.59,1.268,0.0,2.535,0.845,0.423,0.423,3.38,0.0,0.845,3.38,0.0,0.423,0.0,7.183,0.0,0.0,0.0,0.0,0.0,0.0,7.0,213.0,mads pedersen,2027-06-30,288429,2026-07-03T17:44:21,2019-07-01,
Marius Wolf,Augsburg,MF,30,1019,0.09,0.09,1.24,0.44,3.805,1.15,0.885,0.885,0.177,0.973,2500000.0,0.154,0.154,0.332,1.886,1.257,0.392,1,1,,,Germany,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/193900-1755201094.jpg?lm=1,6.67,65.85,32.5,23.26,43.75,52.63,41.18,48.28,46.67,1.817,0.519,2.163,0.173,0.0,0.952,4.067,0.606,0.865,2.423,0.26,0.346,0.606,7.096,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1040.0,marius wolf,2027-06-30,193900,2026-07-03T17:44:21,2024-08-08,
Mert Kömür,Augsburg,"MF,FW",20,1464,0.12,0.25,2.52,0.98,3.681,0.491,0.798,1.595,1.104,0.123,12000000.0,0.287,0.287,0.171,1.299,2.536,0.436,2,4,,,Germany,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/777005-1755201514.jpg?lm=1,6.64,80.39,66.67,21.67,42.5,80.0,23.73,37.59,33.33,1.412,0.307,1.351,0.737,0.0,0.43,2.885,0.859,0.737,3.07,0.0,0.614,1.044,9.147,0.0,1.0,0.0,0.0,0.0,0.0,28.0,1466.0,mert komur,2029-06-30,777005,2026-07-03T17:44:21,2023-07-01,
Michael Gregoritsch,Augsburg,FW,31,913,0.49,0.2,2.86,0.99,0.594,0.495,0.396,0.495,1.782,0.396,1500000.0,0.604,0.53,0.148,0.68,2.819,0.675,6,2,,,Austria,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/120205-1773661423.jpg?lm=1,6.76,55.62,45.45,33.33,18.18,80.0,36.36,46.0,39.86,0.68,0.291,1.456,0.485,0.485,0.485,1.748,3.107,0.388,2.233,0.0,0.194,0.194,4.369,0.0,0.0,0.0,0.0,0.0,0.0,17.0,927.0,michael gregoritsch,2027-06-30,120205,2026-07-03T17:44:21,2026-07-01,NEW
Noahkai Banks,Augsburg,DF,18,1725,0.05,0.05,0.47,0.26,0.208,0.938,1.51,1.51,0.938,0.156,20000000.0,0.063,0.063,0.048,0.361,0.464,0.244,1,1,,,United States,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/923945-1755200998.jpg?lm=1,6.92,90.12,67.11,25.0,55.56,61.9,61.82,55.56,57.56,0.362,0.052,4.505,0.155,0.673,0.777,2.952,1.761,1.346,3.366,0.052,0.155,0.259,7.198,0.0,5.0,0.0,0.0,0.0,0.0,23.0,1738.0,noahkai banks,2029-06-30,923945,2026-07-03T17:44:21,2024-07-10,
Phillip Tietz,Augsburg,FW,28,198,0.45,0.0,2.73,1.36,0.0,0.0,0.455,2.727,1.818,2.273,4000000.0,0.576,0.539,0.095,0.944,2.535,0.753,6,2,,,Germany,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/288340-1755201829.jpg?lm=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,phillip tietz,,,,,
Robin Fellhauer,Augsburg,MF,27,2799,0.1,0.06,0.96,0.29,2.958,0.707,1.383,0.804,1.061,0.193,3500000.0,0.082,0.082,0.068,0.986,0.923,0.276,3,2,,,Germany,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/264960-1755201733.jpg?lm=1,6.8,75.64,40.24,15.38,44.12,71.93,47.67,54.5,52.36,0.993,0.096,2.242,0.192,0.288,0.769,3.683,1.313,1.313,3.299,0.032,0.448,0.48,6.47,0.0,3.0,0.0,0.0,0.0,0.0,34.0,2810.0,robin fellhauer,2029-06-30,264960,2026-07-03T17:44:21,2025-07-01,
Rodrigo Ribeiro,Augsburg,FW,20,636,0.28,0.0,3.68,0.99,0.423,0.563,0.423,1.408,0.423,1.268,4000000.0,0.662,0.662,0.004,0.143,3.72,0.774,2,0,,,Portugal,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/726701-1773661292.jpg?lm=1,6.52,68.38,0.0,33.33,66.67,50.0,35.59,45.95,39.58,0.142,0.0,0.142,1.139,0.427,0.712,1.424,2.991,0.427,2.421,0.0,0.427,1.139,4.557,0.0,0.0,0.0,0.0,0.0,0.0,14.0,632.0,rodrigo ribeiro,2031-06-30,726701,2026-07-03T17:44:21,2026-07-01,NEW
Samuel Essende,Augsburg,"MF,FW",27,414,0.22,0.0,3.7,0.87,0.652,0.217,0.435,3.696,3.043,1.087,2500000.0,0.363,0.363,0.107,0.997,4.238,0.422,1,0,,,DR Congo,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/395522-1755201898.jpg?lm=1,6.47,68.48,0.0,0.0,71.43,50.0,36.17,43.14,39.8,0.853,0.0,0.427,0.853,0.0,0.0,3.839,3.626,0.427,4.692,0.0,0.64,1.066,4.692,0.0,0.0,0.0,0.0,0.0,0.0,14.0,422.0,samuel essende,,,,,
Tim Schnitzer,Augsburg,MF,17,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,Germany,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/1162968-1768137215.jpg?lm=1,6.5,80.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.182,8.182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,tim schnitzer,,,,,
Uchenna Ogundu,Augsburg,FW,19,47,0.0,0.0,5.74,0.0,2.0,0.0,0.0,2.0,2.0,0.0,4000000.0,0.433,0.433,0.0,0.0,8.182,0.751,0,0,,,Nigeria,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/1309324-1773661504.jpg?lm=1,6.4,55.56,0.0,0.0,0.0,0.0,20.0,33.33,23.08,0.0,0.0,1.8,1.8,0.0,0.0,5.4,3.6,0.0,1.8,0.0,1.8,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,50.0,uchenna ogundu,2031-06-30,1309324,2026-07-03T17:44:21,2026-02-02,
Yannik Keitel,Augsburg,"MF,DF",25,248,0.0,0.0,0.0,0.0,0.0,0.714,1.429,1.071,0.714,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.193,0,0,,,Germany,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/342039-1773661370.jpg?lm=1,6.62,80.9,45.45,0.0,0.0,66.67,72.73,46.67,57.69,0.0,0.0,4.737,0.0,1.457,0.729,0.729,2.915,1.457,2.551,0.0,0.0,0.0,2.915,0.0,0.0,0.0,0.0,0.0,0.0,6.0,247.0,yannik keitel,2027-06-30,342039,2026-07-03T17:44:21,2026-01-03,
Aleksandar Pavlovic,Bayern Munich,MF,21,1462,0.18,0.06,0.62,0.31,0.926,0.802,0.926,1.173,0.617,0.0,90000000.0,0.096,0.096,0.121,1.303,0.62,0.897,3,1,,,Germany,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/792380-1727098078.jpg?lm=1,7.18,94.55,78.65,20.0,50.0,53.85,36.67,51.95,47.66,1.295,0.185,1.048,0.123,0.493,0.863,4.87,0.678,0.863,2.466,0.0,0.37,0.247,25.705,0.0,1.0,0.0,0.0,0.0,0.0,24.0,1460.0,aleksandar pavlovic,2029-06-30,792380,2026-07-03T17:44:24,2023-11-01,
Alphonso Davies,Bayern Munich,DF,24,525,0.17,0.51,0.69,0.17,1.034,0.517,1.034,0.345,0.862,0.0,40000000.0,0.076,0.076,0.225,1.555,0.691,1.141,1,3,,,Canada,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/424204-1711745534.jpg?lm=1,6.82,93.61,88.89,33.33,50.0,66.67,40.0,54.0,50.77,1.517,0.337,1.517,0.0,0.506,0.506,8.596,1.011,1.011,4.551,0.0,0.337,2.191,20.056,0.0,0.0,0.0,0.0,0.0,0.0,13.0,534.0,alphonso davies,2030-06-30,424204,2026-07-03T17:44:24,2019-01-01,
Bara Sapoko Ndiaye,Bayern Munich,MF,17,143,0.0,0.0,0.0,0.0,0.625,1.25,3.125,0.625,1.875,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.284,0,0,,,Senegal,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/1497653-1778847569.jpg?lm=1,6.7,93.55,0.0,0.0,80.0,83.33,75.0,60.71,62.5,0.0,0.0,0.608,0.0,0.0,1.216,3.649,1.824,3.041,10.338,0.608,0.608,4.865,12.162,0.0,0.0,0.0,0.0,0.0,0.0,4.0,148.0,bara sapoko ndiaye,,,,,
Cassiano Kiala,Bayern Munich,DF,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,44.834,0,0,,,Germany,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/1259870-1726646432.png?lm=1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,cassiano kiala,,,,,
David Daiber,Bayern Munich,FW,18,29,0.0,0.0,3.1,0.0,0.0,0.0,0.0,6.667,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,3.1,0.0,0,0,,,Portugal,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/1118495-1726492665.png?lm=1,6.6,96.0,100.0,0.0,100.0,0.0,0.0,50.0,50.0,0.0,0.0,3.333,3.333,0.0,0.0,3.333,0.0,0.0,6.667,0.0,0.0,6.667,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,david daiber,,,,,
Dayot Upamecano,Bayern Munich,DF,26,1794,0.05,0.05,0.4,0.1,0.352,1.055,1.307,0.754,0.251,0.0,70000000.0,0.0,0.05,0.05,0.15,0.4,0.0,1,1,,,France,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/344695-1701245272.jpg?lm=1,7.16,92.6,54.21,42.86,40.0,63.64,56.67,58.24,57.62,0.551,0.2,2.604,0.1,0.25,0.952,6.06,1.703,1.402,2.654,0.1,0.2,0.2,11.82,0.0,4.0,0.0,0.0,0.0,0.0,24.0,1797.0,dayot upamecano,2030-06-30,344695,2026-07-03T17:44:24,2021-07-05,
Deniz Ofli,Bayern Munich,DF,18,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,Türkiye,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/1081907-1726492712.png?lm=1,6.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,deniz ofli,,,,,
Erblin Osmani,Bayern Munich,MF,16,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,Germany,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/1330946-1758892894.jpg?lm=1,0.0,83.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,erblin osmani,,,,,
Felipe Chávez,Bayern Munich,MF,18,14,0.0,0.0,6.43,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.276,0.276,0.114,1.023,6.136,0.571,0,0,,,Peru,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/1009441-1758891246.jpg?lm=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,felipe chavez,,,,,
Harry Kane,Bayern Munich,"FW,MF",32,2377,0.98,0.19,4.51,2.54,0.455,0.303,0.492,0.947,1.212,0.758,60000000.0,1.116,0.802,0.279,1.509,4.491,1.294,36,5,,,England,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/132098-1700211169.jpg?lm=1,7.84,81.02,70.91,8.33,62.75,68.42,61.43,49.11,52.72,1.511,0.68,1.247,1.058,0.227,0.302,2.909,1.625,0.491,3.136,0.038,0.567,1.209,10.164,0.0,4.0,0.0,0.0,0.0,0.0,31.0,2382.0,harry kane,2027-06-30,132098,2026-07-03T17:44:24,2023-08-12,
Hiroki Ito,Bayern Munich,DF,26,920,0.1,0.2,0.98,0.29,0.686,1.275,0.294,0.98,0.294,0.0,18000000.0,0.147,0.147,0.108,0.588,0.98,0.579,1,2,,,Japan,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/353892-1778846469.jpg?lm=1,6.81,91.09,43.18,0.0,100.0,100.0,65.63,50.0,59.26,0.579,0.193,3.573,0.193,0.29,1.352,3.573,2.028,0.386,1.062,0.0,0.097,0.386,14.871,0.0,0.0,0.0,0.0,0.0,0.0,16.0,932.0,hiroki ito,2028-06-30,353892,2026-07-03T17:44:24,2024-07-01,
Jamal Musiala,Bayern Munich,"MF,FW",22,683,0.26,0.53,3.95,1.19,0.526,0.395,0.658,0.658,2.368,0.0,100000000.0,0.676,0.574,0.37,2.297,4.054,1.29,3,4,,,Germany,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/580195-1781163507.jpg?lm=1,6.71,84.93,33.33,0.0,52.5,36.36,100.0,47.62,48.6,2.234,0.394,0.131,1.577,0.0,0.263,3.679,0.263,0.526,6.569,0.131,1.182,2.759,15.766,0.0,0.0,0.0,0.0,0.0,0.0,15.0,685.0,jamal musiala,2030-06-30,580195,2026-07-03T17:44:24,2020-07-01,
Jonah Kusi-Asare,Bayern Munich,FW,18,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,Sweden,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/1069512-1739808814.jpg?lm=1,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,jonah kusi-asare,,,,,
Jonas Urbig,Bayern Munich,GK,21,1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18000000.0,0.0,0.0,0.008,0.082,0.0,0.436,0,0,68.1,54.5,Germany,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/607720-1737037032.jpg?lm=1,7.19,83.41,51.75,0.0,0.0,0.0,66.67,66.67,66.67,0.081,0.0,0.73,0.0,0.0,0.0,10.054,0.162,0.0,0.162,0.081,0.0,0.0,1.703,2.595,5.0,0.568,1.622,0.162,1.0,14.0,1110.0,jonas urbig,2029-06-30,607720,2026-07-03T17:44:24,2025-01-27,
Jonathan Tah,Bayern Munich,DF,29,2018,0.09,0.04,0.36,0.22,0.045,1.116,0.804,1.161,0.268,0.0,28000000.0,0.029,0.029,0.026,0.222,0.355,0.52,2,1,,,Germany,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/196357-1695367765.jpg?lm=1,7.24,96.31,66.15,0.0,60.0,75.0,70.49,48.53,58.91,0.222,0.044,5.514,0.044,0.934,1.156,4.002,1.912,0.8,1.467,0.044,0.044,0.133,10.049,0.0,6.0,0.0,0.0,0.0,0.0,28.0,2024.0,jonathan tah,2029-06-30,196357,2026-07-03T17:44:24,2025-06-09,
Joshua Kimmich,Bayern Munich,MF,30,2280,0.08,0.32,1.11,0.39,4.98,0.949,1.028,0.316,0.83,0.0,35000000.0,0.094,0.094,0.3,2.222,1.111,1.103,2,8,,,Germany,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/161056-1700039639.jpg?lm=1,7.71,92.38,71.11,23.33,61.11,78.13,36.84,55.65,52.99,2.289,0.632,0.711,0.237,0.237,0.987,4.618,0.276,0.987,2.526,0.158,0.316,0.434,28.697,0.0,8.0,0.0,0.0,0.0,0.0,29.0,2280.0,joshua kimmich,2029-06-30,161056,2026-07-03T17:44:24,2015-07-02,
Josip Stanišić,Bayern Munich,DF,25,1857,0.1,0.15,0.34,0.19,1.748,0.874,1.019,0.388,0.534,0.194,40000000.0,0.072,0.072,0.178,1.173,0.342,0.852,2,3,,,Croatia,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/483046-1716966862.jpg?lm=1,6.91,89.75,56.25,19.44,62.5,67.86,59.52,55.17,56.59,1.164,0.194,2.96,0.0,0.388,0.873,4.075,1.213,0.922,2.329,0.049,0.437,0.485,19.941,0.0,5.0,0.0,0.0,0.0,0.0,26.0,1855.0,josip stanisic,2029-06-30,483046,2026-07-03T17:44:24,2021-08-01,
Kim Min-jae,Bayern Munich,DF,28,1602,0.06,0.06,0.28,0.17,0.056,2.135,1.067,0.506,0.169,0.0,20000000.0,0.04,0.04,0.026,0.222,0.278,0.82,1,1,,,"Korea, South",Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/503482-1700208062.jpg?lm=1,7.23,94.94,57.89,0.0,50.0,77.27,62.16,63.41,62.61,0.278,0.056,4.442,0.056,0.999,2.165,4.83,2.554,0.944,1.444,0.056,0.056,0.056,13.381,0.0,5.0,0.0,0.0,0.0,0.0,25.0,1621.0,kim min-jae,,,,,
Konrad Laimer,Bayern Munich,DF,28,1994,0.14,0.41,0.77,0.36,1.712,0.766,1.126,1.306,0.405,0.18,32000000.0,0.127,0.127,0.225,1.938,0.766,0.925,3,9,,,Austria,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/223967-1700659266.jpg?lm=1,6.81,90.06,46.0,31.58,38.89,52.17,36.59,43.4,42.0,2.028,0.225,1.352,0.09,0.27,0.766,4.056,0.676,1.082,3.11,0.09,0.541,0.631,23.39,0.0,6.0,0.0,0.0,0.0,0.0,29.0,1997.0,konrad laimer,2027-06-30,223967,2026-07-03T17:44:24,2023-07-01,
Lennart Karl,Bayern Munich,MF,17,1281,0.35,0.35,2.95,1.48,2.042,0.775,1.056,0.352,0.775,0.282,60000000.0,0.505,0.505,0.198,1.632,2.981,1.258,5,5,,,Germany,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/1075147-1759417800.jpg?lm=1,6.83,85.91,64.29,27.59,33.33,56.0,14.29,38.78,36.65,1.685,0.351,0.14,0.351,0.14,0.983,3.791,0.14,0.983,4.002,0.14,0.913,1.544,19.867,0.0,1.0,0.0,0.0,0.0,0.0,26.0,1282.0,lennart karl,2029-06-30,1075147,2026-07-03T17:44:24,2025-06-01,
Leon Goretzka,Bayern Munich,MF,30,1947,0.23,0.14,1.62,0.51,0.324,1.204,0.88,0.694,0.741,0.093,12000000.0,0.219,0.219,0.105,0.943,1.572,0.742,5,3,,,Germany,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/153084-1700040179.jpg?lm=1,7.13,91.41,68.49,0.0,78.57,55.17,37.29,55.45,48.75,1.013,0.138,1.934,0.553,0.368,1.198,4.606,1.013,0.737,2.579,0.0,0.507,0.507,18.884,0.0,5.0,0.0,0.0,0.0,0.0,31.0,1954.0,leon goretzka,,,,,
Luis Díaz,Bayern Munich,MF,28,2447,0.55,0.51,3.24,1.36,1.654,0.625,0.478,1.287,1.397,0.956,70000000.0,0.543,0.543,0.37,2.374,3.214,1.335,15,14,,,Colombia,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/480692-1757938077.jpg?lm=1,7.26,85.81,75.93,17.02,48.8,66.67,35.29,43.01,42.17,2.461,0.624,0.073,0.882,0.073,0.514,5.069,0.441,0.514,4.408,0.11,1.029,2.241,18.331,0.0,4.0,0.0,0.0,0.0,0.0,32.0,2450.0,luis diaz,2029-06-30,480692,2026-07-03T17:44:24,2025-07-30,
Manuel Neuer,Bayern Munich,GK,39,1859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.344,0,0,60.8,31.8,Germany,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/17259-1762943283.jpg?lm=1,6.89,81.28,50.97,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.629,0.0,0.0,0.0,8.806,0.048,0.0,0.097,0.339,0.0,0.0,0.871,1.5,6.0,0.339,1.113,0.29,0.0,22.0,1860.0,manuel neuer,2027-06-30,17259,2026-07-03T17:44:24,2011-07-01,
Maycon Cardozo,Bayern Munich,MF,16,34,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,Brazil,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/1352339-1776439270.jpg?lm=1,6.5,93.75,0.0,0.0,0.0,0.0,0.0,66.67,66.67,0.0,0.0,2.812,0.0,0.0,0.0,2.812,0.0,0.0,5.625,0.0,0.0,0.0,8.438,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,maycon cardozo,,,,,
Michael Olise,Bayern Munich,MF,23,2316,0.58,0.74,3.96,1.94,5.681,0.545,0.428,1.245,2.257,0.272,150000000.0,0.45,0.45,0.665,3.081,3.977,1.521,15,19,,,France,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/566723-1762944477.jpg?lm=1,7.87,84.14,60.87,21.09,47.1,41.67,38.1,47.57,46.97,3.146,1.049,0.35,1.165,0.039,0.505,3.884,0.311,0.388,5.71,0.039,1.126,2.525,29.094,0.0,8.0,0.0,0.0,0.0,0.0,32.0,2317.0,michael olise,2029-06-30,566723,2026-07-03T17:44:24,2024-07-07,
